DB ID,Groups,Measure Title,Detail Measure - CTP,Short Definition - CTP,Long Definition - CTP,Operation Description - CTP,Exclusions - CTP,Availability - CTP,Sources - CTP,Footnotes - CTP,Format - CTP,Calculation - CTP,Variable - CTP,Unknown Expression 1 - CTP,Unknown Expression 2 - CTP,Allowable Tags - CTP,Expression 1 - CTP,Expression 2 - CTP,Filter Classes - CTP,Charging Stage - CTP,Date Stage - CTP,Felony / Misdemeanor - CTP,Include Standard Severities - CTP,Units - CTP,Numerator Description - CTP,Denominator Description - CTP,Related Measures - CTP
728,"Case Flow Detail, Dispositions: 16",Percentage of Misdemeanors Resulting in Other Dispositions,,,"Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the percentage of misdemeanors that resulted in a disposition other than dismissal, not guilty verdict, guilty verdict or guilty plea, including transfers, changes of venue, extraditions, bond forfeiture or otherwise disposed.","Number of prosecuted misdemeanors resulting in another disposition divided by the total number of prosecuted misdemeanors disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition > 5 AND TopFilingChrgFelMisd=0,CaseDisposition > 0 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",Misdemeanors Otherwise Disposed,Misdemeanors Disposed,
735,"Case Flow, Dispositions: 24",Felonies Resulting in Other Dispositions,742,Other,,"Sum of all prosecuted felonies resulting in other dispositions in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition > 5 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",,,
742,"Case Flow Detail, Dispositions: 24",Percentage of Felonies Resulting in Other Dispositions,,,"Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies that resulted in a disposition other than dismissal, not guilty verdict, guilty verdict or guilty plea, including transfers, changes of venue, extraditions, bond forfeiture or otherwise disposed.","Number of prosecuted felonies resulting in another disposition divided by the total number of prosecuted felonies disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition > 5 AND TopFilingChrgFelMisd=1,CaseDisposition > 0 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",Felonies Otherwise Disposed,Felonies Disposed,
743,"Case Flow, Sentences: 1",Cases Sentenced,821,Cases Sentenced,,"Sum of all convicted cases that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Disposition,,,"Case, Cases",,,
821,"Case Flow Detail, Sentences: 1",Percentage of Cases Sentenced,,,This measure shows data on the percentage of cases that were sentenced.,"Number of convicted cases sentenced divided by the total number cases that were convicted by the beginning of [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc>-777,Cnvctd=1 AND CaseStatus=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Disposition,,,"Case, Cases",Cases Sentenced,Cases Convicted,
790,"Case Flow, Sentences: 10",Misdemeanors Sentenced,822,Misdemeanors Sentenced,,"Sum of all convicted misdemeanors that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc>-777 AND TopCnvctnChrgFelMisd=0 ,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Misdemeanor,,"Misdemeanor, Misdemeanors",,,
822,"Case Flow Detail, Sentences: 10",Percentage of Misdemeanors Sentenced,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the percentage of misdemeanors that were sentenced.,"Number of convicted misdemeanors sentenced divided by the total number of convicted cases that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc>-777 AND TopCnvctnChrgFelMisd=0 ,TopSntnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Misdemeanor,,"Misdemeanor, Misdemeanors",Misdemeanors Sentenced,Cases Sentenced,
791,"Case Flow, Sentences: 15",Felonies Sentenced,823,Felonies Sentenced,,"Sum of all convicted felonies that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc>-777 AND TopCnvctnChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",,,
823,"Case Flow Detail, Sentences: 15",Percentage of Felonies Sentenced,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies that were sentenced.,"Number of convicted felonies sentenced divided by the total number of convicted cases sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc>-777 AND TopCnvctnChrgFelMisd=1,TopSntnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",Felonies Sentenced,Cases Sentenced,
744,"Case Flow, Sentences: 2",Cases Sentenced to Death Penalty,752,Death Penalty,,"Sum of all convicted cases that were sentenced to the death penalty in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",,,
752,"Case Flow Detail, Sentences: 2",Percentage of Cases Sentenced to Death Penalty,,,This measure shows data on the percentage of cases in which the defendant was punished with the death penalty.,"Number of convicted cases sentenced to the death penalty divided by the total number of convicted cases sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=0,TopSntnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",Cases Sentenced to Death Penalty,Cases Sentenced,
768,"Case Flow, Sentences: 16",Felonies Sentenced to Death Penalty,776,Death Penalty,,"Sum of all convicted felonies that were sentenced to the death penalty in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=0 AND TopCnvctnChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",,,
776,"Case Flow Detail, Sentences: 16",Percentage of Felonies Sentenced to Death Penalty,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies in which the defendant punished with the death penalty.,"Number of convicted felonies sentenced to the death penalty divided by the total number of convicted felonies that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=0 AND TopCnvctnChrgFelMisd=1,TopSntnc>-777 AND TopCnvctnChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",Felonies Sentenced to Death Penalty,Felonies Sentenced,
745,"Case Flow, Sentences: 3",Cases Sentenced to Life in Prison,753,Life in Prison,,"Sum of all convicted cases that were sentenced to life in prison in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",,,
753,"Case Flow Detail, Sentences: 3",Percentage of Cases Sentenced to Life in Prison,,,This measure shows data on the percentage of cases in which the defendant was punished with life in prison.,"Number of convicted cases sentenced to life in prison divided by the total number of convicted cases sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=1,TopSntnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",Cases Sentenced to Life in Prison,Cases Sentenced,
769,"Case Flow, Sentences: 17",Felonies Sentenced to Life in Prison,777,Life in Prison,,"Sum of all convicted felonies that were sentenced to life in prison in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=1 AND TopCnvctnChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",,,
777,"Case Flow Detail, Sentences: 17",Percentage of Felonies Sentenced to Life in Prison,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies in which the defendant was punished with life in prison.,"Number of convicted felonies sentenced to life in prison divided by the total number of convicted felonies that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=1 AND TopCnvctnChrgFelMisd=1,TopSntnc>-777 AND TopCnvctnChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",Felonies Sentenced to Life in Prison,Felonies Sentenced,
746,"Case Flow, Sentences: 4",Cases Sentenced to State Prison,754,State Prison,,"Sum of all convicted cases that were sentenced to state prison in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=2,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",,,
754,"Case Flow Detail, Sentences: 4",Percentage of Cases Sentenced to State Prison,,,This measure shows data on the percentage of cases in which the defendant was punished with time in state prison.,"Number of convicted cases sentenced to state prison divided by the total number of convicted cases that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=2,TopSntnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",Cases Sentenced to State Prison,Cases Sentenced,
770,"Case Flow, Sentences: 18",Felonies Sentenced to State Prison,778,State Prison,,"Sum of all convicted felonies that were sentenced to state prison in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=2 AND TopCnvctnChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",,,
778,"Case Flow Detail, Sentences: 18",Percentage of Felonies Sentenced to State Prison,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies in which the defendant was punished with time in state prison.,"Number of convicted felonies sentenced to state prison divided by the total number of convicted felonies that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=2 AND TopCnvctnChrgFelMisd=1,TopSntnc>-777 AND TopCnvctnChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",Felonies Sentenced to State Prison,Felonies Sentenced,
747,"Case Flow, Sentences: 5",Cases Sentenced to Local Prison,755,Local Prison,,"Sum of all convicted cases that were sentenced to local prison in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=2.5,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",,,
755,"Case Flow Detail, Sentences: 5",Percentage of Cases Sentenced Local Prison,,,"California implemented the Public Safety Realignment Initiative in 2011, which allows the state to house individuals sentenced to prison in county jail facilities to reduce prison overcrowding. This type of sentence is known as ""local prison."" This measure shows data on the percentage of cases in which the defendant was punished with time in local prison.","Number of convicted cases sentenced to local prison divided by the total number of convicted cases that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=2.5,TopSntnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",Cases Sentenced to Local Prison,Cases Sentenced,
771,"Case Flow, Sentences: 19",Felonies Sentenced to Local Prison,779,Local Prison,,"Sum of all convicted felonies that were sentenced to local prison in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=2.5 AND TopCnvctnChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",,,
779,"Case Flow Detail, Sentences: 19",Percentage of Felonies Sentenced to Local Prison,,,"Felonies are serious offenses punishable by prison or a maximum of death. California implemented the Public Safety Realignment Initiative in 2011, which allows the state to house individuals sentenced to prison in county jail facilities to reduce prison overcrowding. This type of sentence is known as ""local prison."" This measure shows data on the percentage of felonies in which the defendant was punished with time in local prison.","Number of convicted felonies sentenced to local prison divided by the total number of convicted felonies that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=2.5 AND TopCnvctnChrgFelMisd=1,TopSntnc>-777 AND TopCnvctnChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Felony,,"Felony, Felonies",Felonies Sentenced to Local Prison,Felonies Sentenced,
748,"Case Flow, Sentences: 6",Cases Sentenced to County Jail,756,County Jail,,"Sum of all convicted cases that were sentenced to county jail in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=3,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",,,
756,"Case Flow Detail, Sentences: 6",Percentage of Cases Sentenced to County Jail,,,This measure shows data on the percentage of cases in which the defendant was punished with time in county jail.,"Number of convicted cases sentenced to county jail divided by the total number of convicted cases that were sentenced in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=3,TopSntnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,,,"Case, Cases",Cases Sentenced to County Jail,Cases Sentenced,
760,"Case Flow, Sentences: 11",Misdemeanors Sentenced to County Jail,764,County Jail,,"Sum of all convicted misdemeanors that were sentenced to county jail in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",,TopSntnc=3 AND TopCnvctnChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Misdemeanor,,"Misdemeanor, Misdemeanors",,,
764,"Case Flow Detail, Sentences: 11",Percentage of Misdemeanors Sentenced to County Jail,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the percentage of misdemeanors in which the defendant was punished with time in county jail.,"Number of convicted misdemeanors sentenced to county jail divided by the total number of convicted misdemeanors that were sentenced in [Month, Year] ",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopSntnc,,,"OK, MISSINGNESS, CALCULATION",TopSntnc=3 AND TopCnvctnChrgFelMisd=0,TopSntnc>-777 AND TopCnvctnChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Conviction,Sentence,Misdemeanor,,"Misdemeanor, Misdemeanors",Misdemeanors Sentenced to County Jail,Misdemeamors Sentenced,
